name,sex,frequency,year
Kirsten,F,687,1977
Angelina,F,681,1977
Rachelle,F,676,1977
Lakesha,F,669,1977
Shawn,F,667,1977
Chandra,F,664,1977
Lara,F,660,1977
Miriam,F,660,1977
Lora,F,650,1977
Tori,F,649,1977
Vicki,F,641,1977
Alisa,F,640,1977
Hannah,F,635,1977
Eileen,F,634,1977
Judy,F,632,1977
Teri,F,631,1977
Kimberley,F,629,1977
Ericka,F,627,1977
Nina,F,625,1977
Tami,F,622,1977
Hollie,F,620,1977
Bobbi,F,617,1977
Tania,F,613,1977
Marilyn,F,610,1977
Marisol,F,609,1977
Johanna,F,608,1977
Amelia,F,601,1977
Carey,F,601,1977
Ruby,F,601,1977
Debbie,F,595,1977
Lawanda,F,592,1977
Gwendolyn,F,585,1977
Dena,F,582,1977
Hilary,F,579,1977
Joni,F,579,1977
Lorena,F,577,1977
Elisabeth,F,575,1977
Roberta,F,575,1977
Loretta,F,570,1977
Alma,F,564,1977
Allyson,F,562,1977
Lee,F,561,1977
Michael,F,560,1977
Elisa,F,558,1977
Jeanne,F,554,1977
Melisa,F,554,1977
Antoinette,F,553,1977
Bernadette,F,553,1977
Shelby,F,553,1977
Guadalupe,F,549,1977
Tabatha,F,543,1977
Terra,F,543,1977
Annie,F,541,1977
Elena,F,540,1977
Camille,F,539,1977
Lynette,F,538,1977
Taryn,F,537,1977
Carissa,F,532,1977
Jenna,F,532,1977
Candy,F,531,1977
Chrystal,F,530,1977
Bianca,F,526,1977
Grace,F,526,1977
Cecilia,F,521,1977
Nora,F,519,1977
Ramona,F,519,1977
Angelique,F,518,1977
Sonja,F,518,1977
Lashonda,F,513,1977
Maribel,F,512,1977
Chastity,F,510,1977
Serena,F,506,1977
Alissa,F,505,1977
Karrie,F,505,1977
Cheri,F,500,1977
Michael,M,67615,1977
Jason,M,55654,1977
Christopher,M,46751,1977
David,M,40548,1977
James,M,40051,1977
John,M,34236,1977
Robert,M,34222,1977
Brian,M,32502,1977
Matthew,M,31976,1977
Joseph,M,26491,1977
Daniel,M,26079,1977
William,M,24769,1977
Kevin,M,22486,1977
Joshua,M,22078,1977
Jeremy,M,21614,1977
Ryan,M,21256,1977
Eric,M,20747,1977
Timothy,M,17986,1977
Jeffrey,M,17484,1977
Richard,M,17451,1977
Anthony,M,16800,1977
Thomas,M,16597,1977
Steven,M,16491,1977
Andrew,M,16035,1977
Mark,M,15441,1977
Charles,M,14743,1977
Scott,M,14211,1977
Jonathan,M,12325,1977
Benjamin,M,12111,1977
Justin,M,12016,1977
Paul,M,11805,1977
Aaron,M,11635,1977
Adam,M,11041,1977
Chad,M,10839,1977
Gregory,M,10053,1977
Nathan,M,9894,1977
Shawn,M,9868,1977
Stephen,M,9642,1977
Kenneth,M,9453,1977
Patrick,M,8313,1977
Brandon,M,8283,1977
Bryan,M,7889,1977
Sean,M,7642,1977
Travis,M,7280,1977
Jose,M,6916,1977
Donald,M,6868,1977
Edward,M,6847,1977
Keith,M,6604,1977
Bradley,M,6431,1977
Todd,M,6278,1977
Nicholas,M,6081,1977
Corey,M,6045,1977
Ronald,M,6031,1977
Peter,M,5823,1977
Jesse,M,5821,1977
Jacob,M,5796,1977
George,M,5605,1977
Gary,M,5446,1977
Douglas,M,5295,1977
Samuel,M,5263,1977
Shane,M,4870,1977
Larry,M,4839,1977
Craig,M,4564,1977
Juan,M,4561,1977
Raymond,M,4379,1977
Wesley,M,4305,1977
Cory,M,4258,1977
Dennis,M,4152,1977
Jeremiah,M,4151,1977
Phillip,M,3966,1977
Frank,M,3894,1977
Marcus,M,3847,1977
Joel,M,3824,1977
Carlos,M,3793,1977
Jerry,M,3750,1977
Jared,M,3738,1977
Antonio,M,3658,1977
Jeffery,M,3563,1977
Kyle,M,3510,1977
Derrick,M,3485,1977
Dustin,M,3477,1977
Derek,M,3450,1977
Jamie,M,3446,1977
Terry,M,3443,1977
Brent,M,3427,1977
Randy,M,3398,1977
Gabriel,M,3347,1977
Troy,M,3310,1977
Russell,M,3125,1977
Philip,M,3091,1977
Billy,M,2948,1977
Tony,M,2941,1977
Johnny,M,2802,1977
Erik,M,2785,1977
Zachary,M,2780,1977
Rodney,M,2712,1977
Alexander,M,2711,1977
Jimmy,M,2638,1977
Carl,M,2618,1977
Curtis,M,2606,1977
Marc,M,2602,1977
Casey,M,2596,1977
Shaun,M,2577,1977
Victor,M,2552,1977
Bobby,M,2541,1977
Brad,M,2525,1977
Nathaniel,M,2499,1977
Luis,M,2497,1977
Brett,M,2490,1977
Vincent,M,2459,1977
Danny,M,2437,1977
Damon,M,2356,1977
Kristopher,M,2346,1977
Lawrence,M,2311,1977
Roger,M,2311,1977
Christian,M,2296,1977
Ian,M,2292,1977
Jon,M,2288,1977
Seth,M,2288,1977
Shannon,M,2285,1977
Adrian,M,2260,1977
Micheal,M,2214,1977
Walter,M,2186,1977
Willie,M,2166,1977
Martin,M,2156,1977
Alan,M,2134,1977
Henry,M,2134,1977
Joe,M,2122,1977
Mario,M,2121,1977
Jay,M,2096,1977
Gerald,M,2047,1977
Jesus,M,2045,1977
Lee,M,2016,1977
Arthur,M,1973,1977
Andre,M,1970,1977
Ricky,M,1958,1977
Albert,M,1950,1977
Wayne,M,1949,1977
Lance,M,1926,1977
Randall,M,1924,1977
Roy,M,1913,1977
Clinton,M,1870,1977
Louis,M,1866,1977
Allen,M,1820,1977
Miguel,M,1756,1977
Manuel,M,1738,1977
Ricardo,M,1725,1977
Bruce,M,1703,1977
Jack,M,1675,1977
Darrell,M,1655,1977
Frederick,M,1627,1977
Roberto,M,1627,1977
Alex,M,1615,1977
Jorge,M,1579,1977
Tyrone,M,1573,1977
Ronnie,M,1546,1977
Reginald,M,1520,1977
Darren,M,1505,1977
Francisco,M,1496,1977
Chris,M,1492,1977
Ernest,M,1485,1977
Kelly,M,1484,1977
Dwayne,M,1460,1977
Tyler,M,1460,1977
Barry,M,1457,1977
Harold,M,1438,1977
Maurice,M,1438,1977
Trevor,M,1432,1977
Neil,M,1431,1977
Eugene,M,1395,1977
Eddie,M,1380,1977
Jermaine,M,1374,1977
Jerome,M,1365,1977
Ruben,M,1365,1977
Jaime,M,1363,1977
Dale,M,1359,1977
Tommy,M,1334,1977
Leonard,M,1302,1977
Edwin,M,1289,1977
Calvin,M,1285,1977
Oscar,M,1274,1977
Mitchell,M,1272,1977
Steve,M,1271,1977
Cody,M,1266,1977
Geoffrey,M,1265,1977
Isaac,M,1265,1977
Ralph,M,1253,1977
Angel,M,1244,1977
Glenn,M,1244,1977
Luke,M,1243,1977
Mathew,M,1241,1977
Terrance,M,1236,1977
Omar,M,1224,1977
Theodore,M,1223,1977
Joey,M,1214,1977
Marvin,M,1173,1977
Clayton,M,1168,1977
Terrence,M,1152,1977
Melvin,M,1145,1977
Hector,M,1143,1977
Fernando,M,1135,1977
Kurt,M,1120,1977
Stanley,M,1115,1977
Javier,M,1113,1977
Lucas,M,1101,1977
Alejandro,M,1084,1977
Heath,M,1077,1977
Jody,M,1061,1977
Toby,M,1059,1977
Damian,M,1054,1977
Micah,M,1051,1977
Dominic,M,1049,1977
Duane,M,1047,1977
Clint,M,1043,1977
Rafael,M,1031,1977
Howard,M,1017,1977
Raul,M,1015,1977
Ramon,M,1011,1977
Cameron,M,1010,1977
Evan,M,1007,1977
Earl,M,1003,1977
Daryl,M,1001,1977
Clifford,M,974,1977
Andy,M,973,1977
Eduardo,M,958,1977
Pedro,M,958,1977
Alfred,M,951,1977
Harry,M,949,1977
Leon,M,949,1977
Karl,M,942,1977
Jessie,M,933,1977
Johnathan,M,932,1977
Armando,M,916,1977
Cedric,M,903,1977
Francis,M,901,1977
Wade,M,890,1977
Clarence,M,886,1977
Kirk,M,881,1977
Dean,M,868,1977
Franklin,M,868,1977
Byron,M,849,1977
Lonnie,M,848,1977
Jarrod,M,845,1977
Marco,M,844,1977
Jonathon,M,839,1977
Damien,M,834,1977
Colin,M,828,1977
Clifton,M,827,1977
Greg,M,824,1977
Ross,M,823,1977
Devin,M,810,1977
Ray,M,808,1977
Warren,M,803,1977
Courtney,M,797,1977
Ivan,M,797,1977
Gilbert,M,787,1977
Kelvin,M,785,1977
Brendan,M,769,1977
Alvin,M,763,1977
Roderick,M,759,1977
Bernard,M,758,1977
Norman,M,756,1977
Tyson,M,755,1977
Sergio,M,753,1977
Fred,M,748,1977
Julian,M,746,1977
Leroy,M,735,1977
Don,M,734,1977
Spencer,M,732,1977
Grant,M,726,1977
Garrett,M,720,1977
Julio,M,717,1977
Quincy,M,717,1977
Caleb,M,715,1977
Edgar,M,709,1977
Jeff,M,703,1977
Alfredo,M,699,1977
Vernon,M,698,1977
Darryl,M,694,1977
Antoine,M,691,1977
Rene,M,688,1977
Marshall,M,687,1977
Orlando,M,687,1977
Noah,M,684,1977
Austin,M,683,1977
Cesar,M,683,1977
Tracy,M,683,1977
Alberto,M,682,1977
Abraham,M,678,1977
Ethan,M,677,1977
Demetrius,M,674,1977
Nelson,M,669,1977
Glen,M,667,1977
Lewis,M,665,1977
Fredrick,M,661,1977
Brock,M,653,1977
Marlon,M,651,1977
Jordan,M,649,1977
Erick,M,646,1977
Jayson,M,646,1977
Blake,M,644,1977
Arturo,M,642,1977
Donnie,M,641,1977
Dana,M,638,1977
Gerardo,M,631,1977
Israel,M,630,1977
Ben,M,626,1977
Neal,M,625,1977
Quentin,M,623,1977
Charlie,M,609,1977
Leslie,M,607,1977
Bradford,M,605,1977
Salvador,M,602,1977
Darin,M,601,1977
Terrell,M,591,1977
Andres,M,589,1977
Chadwick,M,587,1977
Herbert,M,586,1977
Jamal,M,583,1977
Preston,M,583,1977
Ashley,M,582,1977
Enrique,M,579,1977
Stuart,M,577,1977
Dwight,M,575,1977
Angelo,M,574,1977
Trent,M,572,1977
Bryant,M,566,1977
Rocky,M,565,1977
Lloyd,M,559,1977
Rickey,M,553,1977
Ernesto,M,549,1977
Gordon,M,549,1977
Rudy,M,544,1977
Kerry,M,540,1977
Rory,M,538,1977
Felix,M,535,1977
Dylan,M,532,1977
Lamont,M,532,1977
Marcos,M,527,1977
Bryce,M,526,1977
Dewayne,M,526,1977
Gene,M,523,1977
Levar,M,523,1977
Mike,M,521,1977
Jackie,M,520,1977
Darnell,M,517,1977
Freddie,M,517,1977
Johnnie,M,515,1977
Lamar,M,515,1977
Elijah,M,503,1977
Jennifer,F,56318,1978
Melissa,F,28332,1978
Jessica,F,26102,1978
Amy,F,23215,1978
Heather,F,22269,1978
Amanda,F,20521,1978
Angela,F,20511,1978
Sarah,F,19978,1978
Michelle,F,18861,1978
Nicole,F,17273,1978
Lisa,F,17035,1978
Kelly,F,16986,1978
Kimberly,F,16879,1978
Elizabeth,F,16806,1978
Christina,F,16370,1978
Stephanie,F,16231,1978
Rebecca,F,13800,1978
Crystal,F,12593,1978
Laura,F,11244,1978
Jamie,F,10982,1978
Erin,F,10792,1978
Shannon,F,10601,1978
Andrea,F,10466,1978
Mary,F,10043,1978
Rachel,F,9805,1978
Julie,F,9800,1978
April,F,9587,1978
Sara,F,8866,1978
Christine,F,8274,1978
Amber,F,8174,1978
Danielle,F,7982,1978
Tiffany,F,7700,1978
Emily,F,7480,1978
Erica,F,7343,1978
Carrie,F,7318,1978
Maria,F,7009,1978
Brandy,F,6698,1978
Katherine,F,6624,1978
Karen,F,6373,1978
Tara,F,6329,1978
Megan,F,5897,1978
Monica,F,5866,1978
Misty,F,5833,1978
Stacy,F,5776,1978
Tina,F,5698,1978
Jill,F,5675,1978
Tracy,F,5629,1978
Patricia,F,5499,1978
Susan,F,5420,1978
Cynthia,F,5403,1978
Kristy,F,5332,1978
Dawn,F,5217,1978
Stacey,F,5000,1978
Melanie,F,4997,1978
Holly,F,4973,1978
Wendy,F,4917,1978
Kathryn,F,4809,1978
Alicia,F,4748,1978
Christy,F,4662,1978
Lori,F,4630,1978
Brandi,F,4500,1978
Kristen,F,4369,1978
Leslie,F,4341,1978
Kristina,F,4227,1978
Natalie,F,4168,1978
Anna,F,4167,1978
Tammy,F,4072,1978
Courtney,F,4035,1978
Sandra,F,4005,1978
Dana,F,4004,1978
Jaime,F,4001,1978
Catherine,F,3955,1978
Veronica,F,3937,1978
Samantha,F,3888,1978
Allison,F,3866,1978
Vanessa,F,3851,1978
Tonya,F,3828,1978
Kristin,F,3808,1978
Kathleen,F,3746,1978
Lauren,F,3671,1978
Tanya,F,3578,1978
Jacqueline,F,3577,1978
Heidi,F,3568,1978
Melinda,F,3563,1978
Denise,F,3519,1978
Michele,F,3485,1978
Ashley,F,3484,1978
Teresa,F,3472,1978
Robin,F,3442,1978
Katie,F,3423,1978
Sabrina,F,3350,1978
Valerie,F,3301,1978
Gina,F,3222,1978
Cheryl,F,3168,1978
Lindsay,F,3122,1978
Mandy,F,3108,1978
Nancy,F,3048,1978
Kristi,F,2992,1978
Renee,F,2969,1978
Linda,F,2936,1978
Theresa,F,2922,1978
Diana,F,2884,1978
Brenda,F,2871,1978
Erika,F,2826,1978
Tamara,F,2799,1978
Sharon,F,2757,1978
Beth,F,2743,1978
Leah,F,2712,1978
Pamela,F,2691,1978
Margaret,F,2634,1978
Jenny,F,2619,1978
Julia,F,2594,1978
Barbara,F,2579,1978
Natasha,F,2556,1978
Brooke,F,2533,1978
Nichole,F,2510,1978
Suzanne,F,2508,1978
Deborah,F,2479,1978
Anne,F,2469,1978
Donna,F,2461,1978
Victoria,F,2450,1978
Katrina,F,2441,1978
Alison,F,2433,1978
Kelli,F,2327,1978
Ann,F,2319,1978
Tabitha,F,2310,1978
Kara,F,2290,1978
Jodi,F,2266,1978
Regina,F,2188,1978
Carolyn,F,2175,1978
Jaclyn,F,2129,1978
Carla,F,2102,1978
Colleen,F,2057,1978
Cindy,F,2044,1978
Latoya,F,2039,1978
Deanna,F,2032,1978
Kari,F,1968,1978
Yolanda,F,1951,1978
Joy,F,1947,1978
Felicia,F,1938,1978
Angel,F,1935,1978
Molly,F,1933,1978
Summer,F,1917,1978
Aimee,F,1905,1978
Kendra,F,1904,1978
Meredith,F,1881,1978
Debra,F,1875,1978
Marie,F,1862,1978
Shanna,F,1844,1978
Sherry,F,1829,1978
Paula,F,1826,1978
Cassandra,F,1813,1978
Lindsey,F,1812,1978
Desiree,F,1808,1978
Bethany,F,1766,1978
Krista,F,1734,1978
Adrienne,F,1733,1978
Kristine,F,1732,1978
Janet,F,1731,1978
Rhonda,F,1725,1978
Shawna,F,1703,1978
Rachael,F,1695,1978
Bridget,F,1685,1978
Meghan,F,1681,1978
Virginia,F,1653,1978
Tamika,F,1636,1978
Kristie,F,1618,1978
Candice,F,1614,1978
Laurie,F,1614,1978
Mindy,F,1596,1978
Trisha,F,1581,1978
Monique,F,1573,1978
Casey,F,1534,1978
Christie,F,1534,1978
Shelly,F,1501,1978
Martha,F,1484,1978
Stacie,F,1466,1978
Toni,F,1457,1978
Tracey,F,1450,1978
Kellie,F,1445,1978
Diane,F,1433,1978
Carmen,F,1426,1978
Miranda,F,1415,1978
Sheila,F,1414,1978
Latasha,F,1397,1978
Janelle,F,1384,1978
Robyn,F,1378,1978
Alisha,F,1377,1978
Kelley,F,1364,1978
Joanna,F,1348,1978
Cara,F,1346,1978
Shana,F,1345,1978
Rebekah,F,1343,1978
Jillian,F,1342,1978
Melody,F,1331,1978
Candace,F,1327,1978
Keri,F,1323,1978
Ebony,F,1318,1978
Olivia,F,1312,1978
Caroline,F,1309,1978
Autumn,F,1307,1978
Shauna,F,1267,1978
Sonia,F,1265,1978
Sonya,F,1265,1978
Carol,F,1262,1978
Marisa,F,1257,1978
Tricia,F,1249,1978
Kerri,F,1222,1978
Angie,F,1221,1978
Anita,F,1221,1978
Traci,F,1219,1978
Ruth,F,1208,1978
Yvonne,F,1208,1978
Claudia,F,1199,1978
Jody,F,1168,1978
Janice,F,1162,1978
Kerry,F,1154,1978
Angelica,F,1147,1978
Marissa,F,1146,1978
Ana,F,1137,1978
Kathy,F,1134,1978
Terri,F,1117,1978
Lynn,F,1108,1978
Connie,F,1101,1978
Priscilla,F,1099,1978
Nikki,F,1096,1978
Bonnie,F,1090,1978
Cristina,F,1087,1978
Krystal,F,1074,1978
Rosa,F,1073,1978
Naomi,F,1068,1978
Lakisha,F,1066,1978
Charity,F,1065,1978
Audrey,F,1062,1978
Tasha,F,1053,1978
Gloria,F,1048,1978
Annette,F,1045,1978
Shelley,F,1030,1978
Jeanette,F,1027,1978
Leticia,F,1020,1978
Ellen,F,1012,1978
Abigail,F,1011,1978
Kate,F,1001,1978
Becky,F,996,1978
Ginger,F,996,1978
Keisha,F,985,1978
Tameka,F,962,1978
Jana,F,959,1978
Latisha,F,957,1978
Sylvia,F,949,1978
Karla,F,948,1978
Gretchen,F,947,1978
Charlene,F,938,1978
Latonya,F,936,1978
Frances,F,926,1978
Helen,F,922,1978
Jami,F,917,1978
Leigh,F,916,1978
Rose,F,916,1978
Dorothy,F,913,1978
Amie,F,910,1978
Christa,F,892,1978
Rita,F,892,1978
Sherri,F,890,1978
Bobbie,F,876,1978
Jacquelyn,F,867,1978
Yvette,F,867,1978
Hope,F,866,1978
Juanita,F,866,1978
Eva,F,854,1978
Sheri,F,850,1978
Corinne,F,847,1978
Belinda,F,843,1978
Jennie,F,843,1978
Lesley,F,842,1978
Faith,F,840,1978
Charlotte,F,829,1978
Jocelyn,F,828,1978
Jodie,F,828,1978
Beverly,F,824,1978
Kim,F,822,1978
Evelyn,F,821,1978
Aisha,F,820,1978
Trina,F,818,1978
Kirsten,F,814,1978
Lakeisha,F,811,1978
Adriana,F,810,1978
Marsha,F,809,1978
Raquel,F,804,1978
Alyssa,F,800,1978
Jasmine,F,797,1978
Alice,F,792,1978
Lacey,F,788,1978
Billie,F,785,1978
Rachelle,F,783,1978
Whitney,F,777,1978
Sally,F,776,1978
Joyce,F,775,1978
Maureen,F,775,1978
Alexis,F,772,1978
Brandie,F,766,1978
Staci,F,764,1978
Stefanie,F,764,1978
Jenifer,F,763,1978
Hilary,F,762,1978
Alexandra,F,761,1978
Devon,F,760,1978
Roxanne,F,759,1978
Chasity,F,758,1978
Elaine,F,757,1978
Penny,F,750,1978
Hannah,F,736,1978
Jackie,F,733,1978
Joanne,F,732,1978
Sandy,F,732,1978
Rochelle,F,722,1978
Hillary,F,719,1978
Norma,F,719,1978
Darlene,F,718,1978
Betty,F,715,1978
Esther,F,713,1978
Tracie,F,712,1978
Marcia,F,707,1978
Christi,F,706,1978
Irene,F,705,1978
Chrystal,F,704,1978
Lydia,F,704,1978
Jane,F,699,1978
Lakesha,F,678,1978
Angelina,F,673,1978
Cassie,F,672,1978
Annie,F,663,1978
Joni,F,657,1978
Jean,F,654,1978
Tanisha,F,651,1978
Shirley,F,647,1978
Chandra,F,645,1978
Jessie,F,643,1978
Amelia,F,642,1978
Cathy,F,639,1978
Marilyn,F,634,1978
Jolene,F,632,1978
Mandi,F,632,1978
Brittany,F,630,1978
Eileen,F,630,1978
Ruby,F,629,1978
Judith,F,627,1978
Lora,F,621,1978
Abby,F,619,1978
Tami,F,619,1978
Miriam,F,613,1978
Peggy,F,613,1978
Nadia,F,611,1978
Debbie,F,605,1978
Ericka,F,599,1978
Selena,F,597,1978
Bianca,F,593,1978
Hollie,F,591,1978
Kenya,F,589,1978
Wanda,F,589,1978
Elisabeth,F,588,1978
Grace,F,588,1978
Teri,F,587,1978
Joann,F,586,1978
Elisa,F,585,1978
Bobbi,F,582,1978
Nora,F,582,1978
Ryan,F,580,1978
Lorena,F,577,1978
Alisa,F,575,1978
Elena,F,573,1978
Allyson,F,570,1978
Kimberley,F,570,1978
Camille,F,568,1978
Nina,F,562,1978
Lara,F,560,1978
Chrissy,F,559,1978
Tonia,F,559,1978
Cecilia,F,556,1978
Judy,F,554,1978
Melisa,F,554,1978
Carissa,F,553,1978
Carly,F,550,1978
Michael,F,545,1978
Gwendolyn,F,544,1978
Tori,F,541,1978
Antoinette,F,537,1978
Gabriela,F,537,1978
Alissa,F,536,1978
Guadalupe,F,535,1978
Carey,F,534,1978
Shawn,F,534,1978
Roberta,F,529,1978
Marisol,F,527,1978
Mia,F,523,1978
Johanna,F,520,1978
Haley,F,518,1978
Dena,F,517,1978
Tania,F,516,1978
Maribel,F,515,1978
Alma,F,513,1978
Tia,F,513,1978
Tabatha,F,512,1978
Lana,F,511,1978
Kasey,F,510,1978
Kylie,F,509,1978
Terra,F,509,1978
Lorraine,F,506,1978
Candy,F,505,1978
Chelsea,F,505,1978
Michael,M,67159,1978
Jason,M,51621,1978
Christopher,M,47257,1978
David,M,40703,1978
James,M,39915,1978
Matthew,M,34313,1978
John,M,34031,1978
Robert,M,33392,1978
Brian,M,29450,1978
Joseph,M,26671,1978
Daniel,M,26442,1978
Joshua,M,25214,1978
William,M,24187,1978
Ryan,M,21334,1978
Kevin,M,20113,1978
Eric,M,19777,1978
Timothy,M,19604,1978
Jeremy,M,19511,1978
Jeffrey,M,17001,1978
Anthony,M,16815,1978
Andrew,M,16742,1978
Richard,M,16734,1978
Thomas,M,16496,1978
Steven,M,16403,1978
Nicholas,M,16356,1978
Mark,M,14871,1978
Charles,M,14852,1978
Justin,M,14194,1978
Adam,M,13921,1978
Scott,M,13547,1978
Jonathan,M,12518,1978
Aaron,M,12315,1978
Paul,M,11742,1978
Benjamin,M,11414,1978
Chad,M,10115,1978
Nathan,M,9892,1978
Stephen,M,9863,1978
Gregory,M,9349,1978
Shawn,M,9287,1978
Brandon,M,9251,1978
Kenneth,M,9022,1978
Patrick,M,8845,1978
Bryan,M,7297,1978
Jose,M,7146,1978
Sean,M,7072,1978
Travis,M,6954,1978
Edward,M,6486,1978
Donald,M,6426,1978
Keith,M,6173,1978
Jacob,M,6161,1978
Jesse,M,6108,1978
Shaun,M,6105,1978
Bradley,M,6100,1978
Peter,M,5885,1978
Ronald,M,5756,1978
Todd,M,5503,1978
Samuel,M,5394,1978
George,M,5296,1978
Douglas,M,5151,1978
Gary,M,5114,1978
Corey,M,4939,1978
Juan,M,4833,1978
Kyle,M,4518,1978
Larry,M,4515,1978
Shane,M,4481,1978
Craig,M,4476,1978
Phillip,M,4364,1978
Dustin,M,4177,1978
Raymond,M,4137,1978
Marcus,M,4002,1978
Dennis,M,3862,1978
Jared,M,3848,1978
Cory,M,3846,1978
Joel,M,3810,1978
Derek,M,3802,1978
Derrick,M,3787,1978
Frank,M,3774,1978
Carlos,M,3726,1978
Antonio,M,3680,1978
Jeffery,M,3543,1978
Jeremiah,M,3444,1978
Jerry,M,3430,1978
Wesley,M,3310,1978
Philip,M,3302,1978
Erik,M,3263,1978
Randy,M,3217,1978
Brent,M,3181,1978
Troy,M,3157,1978
Zachary,M,3135,1978
Gabriel,M,3131,1978
Terry,M,3087,1978
Casey,M,3005,1978
Russell,M,2984,1978
Nathaniel,M,2926,1978
Jamie,M,2865,1978
Curtis,M,2826,1978
Tony,M,2773,1978
Alexander,M,2746,1978
Billy,M,2696,1978
Carl,M,2607,1978
Johnny,M,2561,1978
Rodney,M,2556,1978
Victor,M,2551,1978
Kristopher,M,2524,1978
Vincent,M,2507,1978
Seth,M,2504,1978
Marc,M,2479,1978
Jon,M,2413,1978
Bobby,M,2398,1978
Luis,M,2396,1978
Adrian,M,2308,1978
Brett,M,2305,1978
Lawrence,M,2246,1978
Mario,M,2228,1978
Christian,M,2212,1978
Danny,M,2204,1978
Ian,M,2174,1978
Jimmy,M,2170,1978
Jay,M,2148,1978
Roger,M,2142,1978
Willie,M,2133,1978
Alan,M,2119,1978
Brad,M,2109,1978
Jesus,M,2074,1978
Micheal,M,2059,1978
Martin,M,2051,1978
Henry,M,2043,1978
Joe,M,2036,1978
Andre,M,2034,1978
Ricky,M,2017,1978
Walter,M,1990,1978
Damon,M,1985,1978
Lee,M,1980,1978
Randall,M,1973,1978
Lance,M,1972,1978
Lucas,M,1951,1978
Gerald,M,1891,1978
Luke,M,1889,1978
Wayne,M,1888,1978
Ricardo,M,1882,1978
Arthur,M,1875,1978
Shannon,M,1849,1978
Manuel,M,1847,1978
Allen,M,1826,1978
Miguel,M,1826,1978
Albert,M,1805,1978
Roy,M,1800,1978
Clinton,M,1765,1978
Tyler,M,1759,1978
Louis,M,1757,1978
Bruce,M,1701,1978
Cody,M,1684,1978
Jorge,M,1632,1978
Francisco,M,1609,1978
Roberto,M,1606,1978
Jack,M,1580,1978
Maurice,M,1571,1978
Frederick,M,1532,1978
Neil,M,1530,1978
Reginald,M,1515,1978
Damien,M,1508,1978
Barry,M,1500,1978
Ronnie,M,1475,1978
Alex,M,1473,1978
Darrell,M,1466,1978
Darren,M,1455,1978
Isaac,M,1450,1978
Tyrone,M,1434,1978
Trevor,M,1406,1978
Eddie,M,1382,1978
Ernest,M,1380,1978
Ruben,M,1379,1978
Jerome,M,1371,1978
Chris,M,1338,1978
Eugene,M,1328,1978
Dale,M,1324,1978
Tommy,M,1321,1978
Oscar,M,1315,1978
Leonard,M,1314,1978
Kelly,M,1308,1978
Omar,M,1294,1978
Mathew,M,1284,1978
Terrance,M,1282,1978
Jaime,M,1277,1978
Mitchell,M,1273,1978
Geoffrey,M,1272,1978
Calvin,M,1262,1978
Jermaine,M,1253,1978
Angel,M,1247,1978
Harold,M,1244,1978
Hector,M,1242,1978
Dwayne,M,1237,1978
Steve,M,1235,1978
Edwin,M,1231,1978
Theodore,M,1216,1978
Marvin,M,1200,1978
Melvin,M,1160,1978
Evan,M,1159,1978
Javier,M,1157,1978
Glenn,M,1121,1978
Terrence,M,1116,1978
Alejandro,M,1107,1978
Clayton,M,1084,1978
Fernando,M,1081,1978
Cameron,M,1077,1978
Ralph,M,1077,1978
Joey,M,1072,1978
Kurt,M,1065,1978
Raul,M,1037,1978
Clint,M,1028,1978
Heath,M,1023,1978
Stanley,M,1023,1978
Pedro,M,1017,1978
Ramon,M,1010,1978
Micah,M,1007,1978
Clifford,M,1002,1978
Eduardo,M,999,1978
Rafael,M,996,1978
Jordan,M,979,1978
Andy,M,968,1978
Dominic,M,965,1978
Howard,M,957,1978
Colin,M,949,1978
Johnathan,M,945,1978
Francis,M,940,1978
Clarence,M,935,1978
Earl,M,927,1978
Leon,M,924,1978
Ross,M,920,1978
Jarrod,M,913,1978
Harry,M,912,1978
Karl,M,900,1978
Brendan,M,898,1978
Alfred,M,895,1978
Jessie,M,895,1978
Armando,M,893,1978
Austin,M,890,1978
Sergio,M,888,1978
Toby,M,886,1978
Jonathon,M,876,1978
Clifton,M,869,1978
Devin,M,868,1978
Marco,M,851,1978
Damian,M,849,1978
Jody,M,843,1978
Daryl,M,838,1978
Duane,M,837,1978
Franklin,M,836,1978
Grant,M,821,1978
Tyson,M,817,1978
Garrett,M,807,1978
Alvin,M,800,1978
Nicolas,M,799,1978
Byron,M,796,1978
Gilbert,M,796,1978
Cedric,M,793,1978
Ray,M,793,1978
Warren,M,789,1978
Erick,M,785,1978
Alberto,M,781,1978
Courtney,M,778,1978
Wade,M,775,1978
Dean,M,769,1978
Kelvin,M,751,1978
Julio,M,744,1978
Norman,M,739,1978
Bernard,M,738,1978
Spencer,M,738,1978
Ivan,M,736,1978
Cesar,M,730,1978
Darryl,M,727,1978
Marshall,M,718,1978
Kirk,M,716,1978
Leroy,M,707,1978
Caleb,M,705,1978
Alfredo,M,701,1978
Greg,M,699,1978
Lonnie,M,699,1978
Fred,M,695,1978
Roderick,M,690,1978
Abraham,M,689,1978
Noah,M,688,1978
Edgar,M,686,1978
Arturo,M,684,1978
Nelson,M,680,1978
Rene,M,680,1978
Fredrick,M,670,1978
Blake,M,669,1978
Demetrius,M,659,1978
Charlie,M,658,1978
Glen,M,654,1978
Antoine,M,650,1978
Jeff,M,645,1978
Julian,M,641,1978
Ethan,M,637,1978
Orlando,M,635,1978
Enrique,M,630,1978
Quincy,M,628,1978
