County FIPS	County Name	Industry	Industry Title	Year	Average Employment	Total Wages	Average Weekly Wages	Average Annual Wages	
029	Erie	09	Services	1982	126984	1730929494	262.14	13631	
029	Erie	09	Services	1983	127457	1855753694	280.00	14560	
029	Erie	09	Services	1984	133497	2014605636	290.21	15091	
029	Erie	09	Services	1985	138719	2191979428	303.88	15802	
029	Erie	09	Services	1986	143675	2366066299	316.70	16468	
029	Erie	09	Services	1987	149927	2619606638	336.01	17473	
029	Erie	09	Services	1988	154202	2894331772	360.96	18770	
029	Erie	09	Services	1989	160193	3187205620	382.62	19896	
029	Erie	09	Services	1990	163698	3456754347	406.09	21117	
029	Erie	09	Services	1991	161287	3589661741	428.01	22256	
029	Erie	09	Services	1992	162240	3771452823	447.04	23246	
029	Erie	09	Services	1993	165264	3929979143	457.31	23780	
029	Erie	09	Services	1994	168652	4060928717	463.05	24079	
029	Erie	09	Services	1995	171157	4345270207	488.22	25388	
029	Erie	09	Services	1996	172450	4508231522	502.73	26142	
029	Erie	09	Services	1997	175890	4583419244	501.12	26058	
029	Erie	09	Services	1998	177223	4896693638	531.35	27630	
029	Erie	09	Services	1999	182869	5171792693	543.87	28281	
029	Erie	09	Services	2000	185092	5397506577	560.79	29161	
029	Erie	10	Public Administration	1975	4778	62444895	251.33	13069	
029	Erie	10	Public Administration	1976	4742	66297599	268.89	13982	
029	Erie	10	Public Administration	1977	4863	71119517	281.25	14625	
029	Erie	10	Public Administration	1978	21530	266734921	238.25	12389	
029	Erie	10	Public Administration	1979	22777	295878991	249.82	12990	
029	Erie	10	Public Administration	1980	22180	303892708	263.49	13701	
029	Erie	10	Public Administration	1981	21361	325157648	292.73	15222	
029	Erie	10	Public Administration	1982	20283	342647038	324.87	16893	
029	Erie	10	Public Administration	1983	20218	371440859	353.31	18372	
029	Erie	10	Public Administration	1984	20512	401889046	376.79	19593	
029	Erie	10	Public Administration	1985	20201	413475149	393.61	20468	
029	Erie	10	Public Administration	1986	20383	444068826	418.97	21787	
029	Erie	10	Public Administration	1987	21081	484815604	442.26	22998	
029	Erie	10	Public Administration	1988	21500	517268925	462.68	24059	
029	Erie	10	Public Administration	1989	21182	546991319	496.60	25823	
029	Erie	10	Public Administration	1990	21754	595205172	526.16	27360	
029	Erie	10	Public Administration	1991	21888	614557805	539.96	28078	
029	Erie	10	Public Administration	1992	21507	650122725	581.33	30229	
029	Erie	10	Public Administration	1993	20847	637899179	588.44	30599	
029	Erie	10	Public Administration	1994	21116	659124940	600.27	31214	
029	Erie	10	Public Administration	1995	20739	701557493	650.54	33828	
029	Erie	10	Public Administration	1996	20764	720981167	667.75	34723	
029	Erie	10	Public Administration	1997	21390	757352297	680.90	35407	
029	Erie	10	Public Administration	1998	21632	753554954	669.91	34835	
029	Erie	10	Public Administration	1999	22090	767397524	668.08	34740	
029	Erie	10	Public Administration	2000	22798	814146000	686.77	35712	
031	Essex	00	All Industries	1975	7023	55349088	151.57	7881	
031	Essex	00	All Industries	1976	7034	59911265	163.80	8518	
031	Essex	00	All Industries	1977	7540	66457810	169.50	8814	
031	Essex	00	All Industries	1978	9864	93852007	182.97	9515	
031	Essex	00	All Industries	1979	10715	107958766	193.75	10075	
031	Essex	00	All Industries	1980	10839	116747058	207.14	10772	
031	Essex	00	All Industries	1981	10461	124978556	229.74	11947	
031	Essex	00	All Industries	1982	10876	140800425	248.96	12946	
031	Essex	00	All Industries	1983	11096	149888859	259.77	13508	
031	Essex	00	All Industries	1984	11639	163085514	269.47	14013	
031	Essex	00	All Industries	1985	11808	175465413	285.77	14860	
031	Essex	00	All Industries	1986	12253	187944706	294.97	15338	
031	Essex	00	All Industries	1987	12830	206681776	309.80	16109	
031	Essex	00	All Industries	1988	13135	224372947	328.50	17082	
031	Essex	00	All Industries	1989	13898	248993076	344.53	17915	
031	Essex	00	All Industries	1990	14078	263658766	360.17	18729	
031	Essex	00	All Industries	1991	13596	261920907	370.47	19265	
031	Essex	00	All Industries	1992	13583	272163842	385.33	20037	
031	Essex	00	All Industries	1993	13655	279868219	394.14	20495	
031	Essex	00	All Industries	1994	13570	285863013	405.10	21065	
031	Essex	00	All Industries	1995	13896	302879791	419.15	21796	
031	Essex	00	All Industries	1996	13983	314594998	432.66	22499	
031	Essex	00	All Industries	1997	14350	331588359	444.38	23108	
031	Essex	00	All Industries	1998	14875	353119739	456.54	23740	
031	Essex	00	All Industries	1999	14970	358349886	460.35	23938	
031	Essex	00	All Industries	2000	15410	379443609	473.53	24623	
031	Essex	01	Agriculture, Mining & Unclassified	1975	327	3821718	224.93	11696	
031	Essex	01	Agriculture, Mining & Unclassified	1976	283	3860682	262.04	13626	
031	Essex	01	Agriculture, Mining & Unclassified	1977	262	3326464	244.40	12709	
031	Essex	01	Agriculture, Mining & Unclassified	1978	325	3969408	234.82	12210	
031	Essex	01	Agriculture, Mining & Unclassified	1979	343	4670234	262.16	13632	
031	Essex	01	Agriculture, Mining & Unclassified	1980	299	4684893	301.23	15664	
031	Essex	01	Agriculture, Mining & Unclassified	1981	322	5105965	305.18	15869	
031	Essex	01	Agriculture, Mining & Unclassified	1982	312	5208175	320.85	16684	
031	Essex	01	Agriculture, Mining & Unclassified	1983	284	5241251	354.39	18428	
031	Essex	01	Agriculture, Mining & Unclassified	1984	308	5669053	353.48	18381	
031	Essex	01	Agriculture, Mining & Unclassified	1985	285	5198944	350.29	18215	
031	Essex	01	Agriculture, Mining & Unclassified	1986	345	6366883	354.47	18432	
031	Essex	01	Agriculture, Mining & Unclassified	1987	352	6638668	362.26	18838	
031	Essex	01	Agriculture, Mining & Unclassified	1988	375	7383460	378.55	19685	
031	Essex	01	Agriculture, Mining & Unclassified	1989	372	8157047	422.16	21952	
031	Essex	01	Agriculture, Mining & Unclassified	1990	326	6585452	388.18	20185	
031	Essex	01	Agriculture, Mining & Unclassified	1991	329	6889812	402.62	20936	
031	Essex	01	Agriculture, Mining & Unclassified	1992	304	6889870	435.49	22645	
031	Essex	01	Agriculture, Mining & Unclassified	1993	297	6849363	443.87	23081	
031	Essex	01	Agriculture, Mining & Unclassified	1994	302	6955044	443.13	23043	
031	Essex	01	Agriculture, Mining & Unclassified	1995	301	7545800	481.43	25034	
031	Essex	01	Agriculture, Mining & Unclassified	1996	304	7513686	474.92	24696	
031	Essex	01	Agriculture, Mining & Unclassified	1997	315	7670637	468.29	24351	
031	Essex	01	Agriculture, Mining & Unclassified	1998	301	7942332	506.73	26350	
031	Essex	01	Agriculture, Mining & Unclassified	1999	315	7880043	481.71	25049	
031	Essex	01	Agriculture, Mining & Unclassified	2000	320	8687017	521.38	27112	
031	Essex	03	Construction	1975	333	2690280	155.48	8085	
031	Essex	03	Construction	1976	366	2908639	152.69	7940	
031	Essex	03	Construction	1977	462	3941927	164.23	8540	
031	Essex	03	Construction	1978	555	6125797	212.26	11037	
031	Essex	03	Construction	1979	532	5957961	215.40	11201	
031	Essex	03	Construction	1980	368	4072238	212.81	11066	
031	Essex	03	Construction	1981	342	3814219	214.68	11164	
031	Essex	03	Construction	1982	299	3505817	225.80	11742	
031	Essex	03	Construction	1983	268	3153891	226.74	11790	
031	Essex	03	Construction	1984	386	4338607	216.43	11254	
031	Essex	03	Construction	1985	412	5638897	263.42	13698	
031	Essex	03	Construction	1986	438	5605740	246.36	12811	
031	Essex	03	Construction	1987	547	8193393	287.83	14967	
031	Essex	03	Construction	1988	535	7817713	280.84	14603	
031	Essex	03	Construction	1989	707	13661148	371.55	19320	
031	Essex	03	Construction	1990	669	13550065	389.50	20254	
031	Essex	03	Construction	1991	604	12769127	406.67	21147	
031	Essex	03	Construction	1992	570	12544828	422.99	21996	
031	Essex	03	Construction	1993	593	13136553	425.89	22146	
031	Essex	03	Construction	1994	562	12806623	438.03	22777	
031	Essex	03	Construction	1995	577	14833107	494.73	25726	
031	Essex	03	Construction	1996	619	17512659	544.07	28292	
031	Essex	03	Construction	1997	568	15067577	509.84	26512	
031	Essex	03	Construction	1998	756	26196860	666.38	34652	
031	Essex	03	Construction	1999	660	20411290	594.73	30926	
031	Essex	03	Construction	2000	659	19947186	582.31	30280	
031	Essex	04	Manufacturing	1975	1218	14246444	224.98	11699	
031	Essex	04	Manufacturing	1976	1316	18098095	264.45	13751	
031	Essex	04	Manufacturing	1977	1378	20414570	284.83	14811	
031	Essex	04	Manufacturing	1978	1419	23443358	317.64	16517	
031	Essex	04	Manufacturing	1979	1506	26908652	343.72	17874	
031	Essex	04	Manufacturing	1980	1522	29415777	371.63	19325	
031	Essex	04	Manufacturing	1981	1486	31534745	408.05	21219	
031	Essex	04	Manufacturing	1982	1485	32757146	424.18	22057	
031	Essex	04	Manufacturing	1983	1533	36360090	456.05	23714	
031	Essex	04	Manufacturing	1984	1620	39803542	472.45	24568	
031	Essex	04	Manufacturing	1985	1480	38803798	504.29	26223	
031	Essex	04	Manufacturing	1986	1396	39023648	537.67	27959	
031	Essex	04	Manufacturing	1987	1443	41405430	551.65	28686	
031	Essex	04	Manufacturing	1988	1407	40459091	553.19	28766	
031	Essex	04	Manufacturing	1989	1401	40385056	554.24	28821	
031	Essex	04	Manufacturing	1990	1541	45581242	569.01	29589	
031	Essex	04	Manufacturing	1991	1427	43421360	585.37	30439	
031	Essex	04	Manufacturing	1992	1428	45733951	615.82	32023	
031	Essex	04	Manufacturing	1993	1458	47036749	620.41	32261	
031	Essex	04	Manufacturing	1994	1341	45021492	645.48	33565	
031	Essex	04	Manufacturing	1995	1447	48257509	641.57	33362	
031	Essex	04	Manufacturing	1996	1450	49110111	651.25	33865	
031	Essex	04	Manufacturing	1997	1455	51644142	682.50	35490	
031	Essex	04	Manufacturing	1998	1400	50387391	692.05	35987	
031	Essex	04	Manufacturing	1999	1392	53177039	734.74	38206	
031	Essex	04	Manufacturing	2000	1239	50724455	787.04	40926	
031	Essex	05	Transportation & Public Utilities	1975	287	3450623	231.41	12034	
031	Essex	05	Transportation & Public Utilities	1976	301	3638995	232.82	12106	
031	Essex	05	Transportation & Public Utilities	1977	289	3454801	230.16	11968	
031	Essex	05	Transportation & Public Utilities	1978	327	4138655	243.52	12663	
031	Essex	05	Transportation & Public Utilities	1979	350	4711480	259.12	13474	
031	Essex	05	Transportation & Public Utilities	1980	347	5525166	306.57	15942	
031	Essex	05	Transportation & Public Utilities	1981	317	5299257	321.31	16708	
031	Essex	05	Transportation & Public Utilities	1982	310	5747151	356.43	18534	
031	Essex	05	Transportation & Public Utilities	1983	361	6087616	323.92	16844	
031	Essex	05	Transportation & Public Utilities	1984	400	6660793	319.90	16635	
031	Essex	05	Transportation & Public Utilities	1985	398	6992149	337.71	17561	
031	Essex	05	Transportation & Public Utilities	1986	403	7261091	346.92	18040	
031	Essex	05	Transportation & Public Utilities	1987	417	7904682	364.39	18948	
031	Essex	05	Transportation & Public Utilities	1988	394	7971199	388.74	20214	
031	Essex	05	Transportation & Public Utilities	1989	380	8135958	411.47	21396	
031	Essex	05	Transportation & Public Utilities	1990	372	8520265	440.95	22930	
031	Essex	05	Transportation & Public Utilities	1991	347	8613866	477.61	24836	
031	Essex	05	Transportation & Public Utilities	1992	335	9487077	545.02	28341	
031	Essex	05	Transportation & Public Utilities	1993	343	9740946	545.48	28365	
031	Essex	05	Transportation & Public Utilities	1994	335	9705650	557.57	28994	
031	Essex	05	Transportation & Public Utilities	1995	328	9377584	549.81	28590	
031	Essex	05	Transportation & Public Utilities	1996	388	10716715	531.62	27644	
031	Essex	05	Transportation & Public Utilities	1997	475	13704216	554.92	28856	
031	Essex	05	Transportation & Public Utilities	1998	670	19899481	570.81	29682	
031	Essex	05	Transportation & Public Utilities	1999	397	12551115	608.36	31635	
031	Essex	05	Transportation & Public Utilities	2000	385	12278855	613.60	31907	
031	Essex	06	Wholesale Trade	1975	239	1993579	160.30	8336	
031	Essex	06	Wholesale Trade	1976	257	2229059	166.63	8665	
031	Essex	06	Wholesale Trade	1977	293	2477112	162.86	8469	
031	Essex	06	Wholesale Trade	1978	280	2686137	184.49	9593	
031	Essex	06	Wholesale Trade	1979	286	2920494	196.15	10200	
031	Essex	06	Wholesale Trade	1980	311	3407006	210.45	10943	
031	Essex	06	Wholesale Trade	1981	295	3528321	229.75	11947	
031	Essex	06	Wholesale Trade	1982	271	3495770	248.07	12900	
031	Essex	06	Wholesale Trade	1983	269	3451369	246.66	12826	
031	Essex	06	Wholesale Trade	1984	198	2705061	263.17	13685	
031	Essex	06	Wholesale Trade	1985	333	6640672	383.98	19967	
031	Essex	06	Wholesale Trade	1986	372	8555796	442.89	23030	
031	Essex	06	Wholesale Trade	1987	371	8367793	433.26	22529	
031	Essex	06	Wholesale Trade	1988	369	8971686	467.15	24292	
031	Essex	06	Wholesale Trade	1989	350	8500569	466.95	24282	
031	Essex	06	Wholesale Trade	1990	299	6713112	431.53	22439	
031	Essex	06	Wholesale Trade	1991	288	6400723	427.65	22238	
031	Essex	06	Wholesale Trade	1992	266	6355441	459.33	23885	
031	Essex	06	Wholesale Trade	1993	308	6462333	403.38	20976	
031	Essex	06	Wholesale Trade	1994	277	6536426	453.25	23569	
031	Essex	06	Wholesale Trade	1995	243	5869549	465.47	24204	
031	Essex	06	Wholesale Trade	1996	260	6231385	461.34	23990	
031	Essex	06	Wholesale Trade	1997	257	6296203	470.37	24459	
031	Essex	06	Wholesale Trade	1998	233	6146337	506.75	26351	
031	Essex	06	Wholesale Trade	1999	207	6093745	567.49	29510	
031	Essex	06	Wholesale Trade	2000	190	5823036	590.93	30728	
031	Essex	07	Retail Trade	1975	1412	7933687	108.09	5621	
031	Essex	07	Retail Trade	1976	1468	8741094	114.50	5954	
031	Essex	07	Retail Trade	1977	1584	9848582	119.59	6219	
031	Essex	07	Retail Trade	1978	1762	11458903	125.08	6504	
031	Essex	07	Retail Trade	1979	1930	13511010	134.63	7001	
031	Essex	07	Retail Trade	1980	1954	14264694	140.37	7299	
031	Essex	07	Retail Trade	1981	1714	13306805	149.29	7763	
031	Essex	07	Retail Trade	1982	1698	13503088	152.94	7953	
031	Essex	07	Retail Trade	1983	1870	15630017	160.72	8358	
031	Essex	07	Retail Trade	1984	2127	18074895	163.46	8500	
031	Essex	07	Retail Trade	1985	2264	19919657	169.20	8798	
031	Essex	07	Retail Trade	1986	2335	21910098	180.42	9382	
031	Essex	07	Retail Trade	1987	2423	24753907	196.48	10217	
031	Essex	07	Retail Trade	1988	2674	28279440	203.40	10577	
031	Essex	07	Retail Trade	1989	2783	30362954	209.82	10910	
031	Essex	07	Retail Trade	1990	2691	30778900	219.94	11437	
031	Essex	07	Retail Trade	1991	2616	31544480	231.91	12059	
031	Essex	07	Retail Trade	1992	2512	32134023	246.00	12792	
031	Essex	07	Retail Trade	1993	2516	31766062	242.81	12626	
031	Essex	07	Retail Trade	1994	2557	33054776	248.61	12928	
031	Essex	07	Retail Trade	1995	2592	34783721	258.05	13419	
031	Essex	07	Retail Trade	1996	2593	35824428	265.72	13818	
031	Essex	07	Retail Trade	1997	2713	38148424	270.44	14063	
031	Essex	07	Retail Trade	1998	2864	41708930	280.05	14563	
031	Essex	07	Retail Trade	1999	2984	44708937	288.16	14985	
031	Essex	07	Retail Trade	2000	3075	48638686	304.23	15820	
031	Essex	08	Finance,  Insurance & Real Estate	1975	275	1923648	134.56	6997	
031	Essex	08	Finance,  Insurance & Real Estate	1976	270	2049134	145.99	7592	
031	Essex	08	Finance,  Insurance & Real Estate	1977	291	2350997	155.19	8070	
031	Essex	08	Finance,  Insurance & Real Estate	1978	294	2609263	170.77	8880	
031	Essex	08	Finance,  Insurance & Real Estate	1979	302	2629306	167.61	8716	
031	Essex	08	Finance,  Insurance & Real Estate	1980	287	2692388	180.56	9389	
031	Essex	08	Finance,  Insurance & Real Estate	1981	293	2915289	191.61	9964	
031	Essex	08	Finance,  Insurance & Real Estate	1982	310	3244680	201.28	10467	
031	Essex	08	Finance,  Insurance & Real Estate	1983	279	2954294	203.94	10605	
031	Essex	08	Finance,  Insurance & Real Estate	1984	274	3033784	213.06	11079	
031	Essex	08	Finance,  Insurance & Real Estate	1985	293	3472145	228.02	11857	
031	Essex	08	Finance,  Insurance & Real Estate	1986	308	3841521	239.73	12466	
031	Essex	08	Finance,  Insurance & Real Estate	1987	315	4360917	266.23	13844	
031	Essex	08	Finance,  Insurance & Real Estate	1988	340	5240138	296.61	15424	
031	Essex	08	Finance,  Insurance & Real Estate	1989	385	6638058	331.64	17245	
031	Essex	08	Finance,  Insurance & Real Estate	1990	404	6986126	332.61	17296	
031	Essex	08	Finance,  Insurance & Real Estate	1991	396	6773491	328.73	17094	
031	Essex	08	Finance,  Insurance & Real Estate	1992	394	7234068	353.16	18364	
031	Essex	08	Finance,  Insurance & Real Estate	1993	338	6268044	356.63	18545	
031	Essex	08	Finance,  Insurance & Real Estate	1994	335	6295612	361.67	18807	
031	Essex	08	Finance,  Insurance & Real Estate	1995	313	5989184	367.68	19120	
031	Essex	08	Finance,  Insurance & Real Estate	1996	312	6351706	390.98	20331	
031	Essex	08	Finance,  Insurance & Real Estate	1997	304	6495851	410.47	21345	
031	Essex	08	Finance,  Insurance & Real Estate	1998	316	6723813	408.65	21250	
031	Essex	08	Finance,  Insurance & Real Estate	1999	294	6899934	451.07	23456	
031	Essex	08	Finance,  Insurance & Real Estate	2000	315	7183166	438.18	22786	
031	Essex	09	Services	1975	2718	16567619	117.20	6095	
031	Essex	09	Services	1976	2549	15451681	116.56	6061	
031	Essex	09	Services	1977	2643	16049125	116.76	6072	
031	Essex	09	Services	1978	3767	28347994	144.73	7526	
031	Essex	09	Services	1979	4004	33600016	161.38	8392	
031	Essex	09	Services	1980	4207	37114474	169.67	8823	
031	Essex	09	Services	1981	3925	37085783	181.72	9449	
031	Essex	09	Services	1982	3966	39669157	192.34	10002	
031	Essex	09	Services	1983	4238	44917224	203.83	10599	
031	Essex	09	Services	1984	4311	47769559	213.11	11081	
031	Essex	09	Services	1985	4356	51703222	228.25	11869	
031	Essex	09	Services	1986	4660	56454352	232.99	12116	
031	Essex	09	Services	1987	4923	62736439	245.06	12743	
031	Essex	09	Services	1988	4956	72417876	281.03	14613	
031	Essex	09	Services	1989	5279	79802160	290.73	15118	
031	Essex	09	Services	1990	5445	86023265	303.82	15799	
031	Essex	09	Services	1991	5265	85764431	313.25	16289	
031	Essex	09	Services	1992	5450	89703217	316.51	16459	
031	Essex	09	Services	1993	5462	93311416	328.54	17084	
031	Essex	09	Services	1994	5570	98265730	339.28	17642	
031	Essex	09	Services	1995	5812	107069413	354.30	18423	
031	Essex	09	Services	1996	5775	110491819	367.91	19131	
031	Essex	09	Services	1997	5961	119375504	385.12	20026	
031	Essex	09	Services	1998	6026	119041471	379.89	19754	
031	Essex	09	Services	1999	6366	128571708	388.42	20198	
031	Essex	09	Services	2000	6789	141956998	402.13	20911	
031	Essex	10	Public Administration	1975	215	2721490	243.71	12673	
